station_id,station_name,lat,lon,elevation,terrain_roughness,distance_to_source_km,nearest_source,source_proximity
53772099999_Yulin,Yulin,38.2858,109.7343,1081.0,66.37891387939453,69.7976677309611,MuUsDesert,0.8398817512904461
53663099999_Dingbian,Dingbian,37.5949,107.6015,1373.0,74.7304458618164,229.58550872606887,TenggerDesert,0.5632882616636113
53614099999_Yinchuan,Yinchuan,38.4872,106.2309,1109.0,4.049691200256348,153.8945647062297,TenggerDesert,0.6806300186269081
52889099999_Lanzhou,Lanzhou,36.0611,103.8343,1520.0,218.33497619628906,190.72446322884613,TenggerDesert,0.6207597436923445
52679099999_Wuwei,Wuwei,37.9283,102.634,1533.0,135.91526794433594,200.55970277058404,BadainJaranDesert,0.60568256097831
52652099999_Zhangye,Zhangye,38.9259,100.4498,1485.0,44.49089813232422,173.43353502932786,BadainJaranDesert,0.6481819483359925
52533099999_Jiuquan,Jiuquan,39.7432,98.5174,1465.0,110.42898559570312,314.9745148994383,BadainJaranDesert,0.4550098157219547
52533099999_Jiayuguan,Jiayuguan,39.772,98.2892,1660.0,140.47633361816406,334.476582525997,BadainJaranDesert,0.43335784677710165
