station_id,station_name,lat,lon,elevation
72278023183,Phoenix,33.4484,-112.074,333.0
72274023160,Tucson,32.2226,-110.9747,722.0
72270023044,ElPaso,31.7619,-106.485,1135.0
72365023050,Albuquerque,35.0844,-106.6504,1515.0
72386023169,LasVegas,36.1699,-115.1398,620.0
