station_id,mae,rmse,r2,risk_accuracy,risk_precision,risk_recall,risk_f1,warn_accuracy,warn_precision,warn_recall,warn_f1,warn_roc_auc,warn_pr_auc
52533099999_Jiayuguan,3.65781103121567,4.65940344458938,0.21750223711480743,0.4964376590330789,0.37667630275585584,0.36065968645676,0.3519682281332699,0.6193384223918575,0.5490764215863817,0.8579513299377476,0.6696113074204947,0.7222366125146878,0.6659781597602681
52533099999_Jiuquan,2.4683814676056683,3.206585532290989,0.1392867105188481,0.5809160305343511,0.35761317157838224,0.370563928573451,0.3529041351291876,0.6928753180661578,0.42972350230414746,0.77466251298027,0.552797332345313,0.782088434881306,0.5237718705536769
52652099999_Zhangye,3.000386815603453,3.846916531057559,0.041715459139761824,0.6241730279898219,0.33600844850488576,0.33176525013566743,0.32140428645205715,0.6631043256997455,0.528558476881233,0.8041379310344827,0.637855579868709,0.7690143214682981,0.6350173658472003
52679099999_Wuwei,2.4510139735979584,3.53492691367479,0.07753962816028637,0.6516539440203563,0.3852456470110555,0.38052678698598086,0.37132023375230516,0.7480916030534351,0.48444444444444446,0.689873417721519,0.5691906005221932,0.7891536985626841,0.5409941432817106
52889099999_Lanzhou,2.0631960849877227,2.7823852733189227,0.19991364630412511,0.5974554707379135,0.27554727058375933,0.295979095979096,0.26272576897216704,0.8521628498727736,0.49295774647887325,0.4268292682926829,0.45751633986928103,0.7532208681315486,0.478180176622835
53614099999_Yinchuan,3.1970130516751727,4.259144198519291,0.41820596096915785,0.6402035623409669,0.4617794680019868,0.4322272914520442,0.43333485975968156,0.7272264631043257,0.6357056694813028,0.9049799656554093,0.7468115257439774,0.8576812917425882,0.8259849996042558
53663099999_Dingbian,5.073952325086557,7.202434565852895,0.4359750875965476,0.5872773536895675,0.45047594110845324,0.46157732424109377,0.45278923863171583,0.7916030534351145,0.7947154471544715,0.9606879606879607,0.8698553948832035,0.8678774284694728,0.9472308684491396
53772099999_Yulin,4.061152098682394,5.676071352422278,0.4774904962155819,0.6297709923664122,0.509522046483726,0.47425428618205656,0.47887062714201967,0.694910941475827,0.6871069182389937,0.9980966882375333,0.8139065652646282,0.8718800951568239,0.9318598267778366
